event_id,datetime,cetroid_time,mw,mwc,delta_m,tshift,half_dur,latitude,longitude,d_lat,d_lon,depth,m_rr,m_tt,m_pp,m_rt,m_rp,m_tp,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp
2016p890807,2016-11-25T14:22:03.346956Z,,4.2,,,,,-41.46376419,174.4726257,3.168434358,2.282624391,16.831218720000003,1.5672e+22,6.718e+21,-2.2388999999999997e+22,-8.887e+21,6.146000000000001e+21,-1.1381e+22,,,,,,
2016p895574,2016-11-27T08:42:16.419670Z,,4.8,,,,,-41.72634888,174.2366486,2.899370569,2.880462418,10.96429539,5.0569e+22,1.89515e+23,-2.4008400000000002e+23,5.88e+20,-4.5642e+22,-3.7404e+22,,,,,,
2016p897263,2016-11-27T23:41:54.329422Z,,4.4,,,,,-42.36128998,173.4833374,4.988726413,6.698562762,9.9731493,1.3878999999999998e+22,-3.392e+21,-1.0488e+22,-8.86e+20,2.1467e+22,-3.7582e+22,,,,,,
2016p913880,2016-12-04T03:15:47.387720Z,2016-12-04T03:15:51.800000Z,5.3,5.29,0.009999999999999787,4.41228,1.1,-41.68226242,174.18013,2.808213873,2.829185437,12.25809193,3.99823e+23,9.656889999999999e+23,-1.365511e+24,-1.79469e+23,-7.7675e+22,-3.43488e+23,5.5e+22,7.45e+23,-8e+23,-4.74e+23,5.05e+23,-3.67e+23
2016p921247,2016-12-06T20:40:46.950063Z,,4.4,,,,,-41.76066971,174.2295837,4.729888399,3.23072301,10.3186245,2.9842000000000004e+22,1.5195e+22,-4.5037e+22,-2.846e+21,1.4719999999999998e+22,-1.6759e+22,,,,,,
2016p922917,2016-12-07T11:30:23.704270Z,,4.4,,,,,-42.35779572,173.4623108,3.412091889,4.251313126,8.620053291,7.584e+21,3.3896e+22,-4.148e+22,1.3859000000000001e+22,3.4859e+22,-2.5663e+22,,,,,,
2016p935725,2016-12-12T05:14:21.294541Z,,4.4,,,,,-41.80883026,174.1616058,3.167417177,2.393942399,15.38795662,4.802000000000001e+21,3.9172e+22,-4.3974e+22,5.522999999999999e+21,-1.0881e+22,-3.4032999999999998e+22,,,,,,
2016p959735,2016-12-21T02:27:08.684709Z,,4.3,,,,,-42.38234915,173.7151671,2.70779329,4.891529423,9.21875,3.6084e+22,-2.0941e+22,-1.5143e+22,-4.272e+21,1.9104e+22,-1.7821e+22,,,,,,
2016p962803,2016-12-22T05:41:32.661933Z,,4.2,,,,,-41.80052246,174.1035141,2.474251731,2.419938226,18.828125,1.995e+22,4.0450000000000003e+21,-2.3995e+22,-4.538e+21,-1.147e+21,1.0243000000000001e+22,,,,,,
2016p969664,2016-12-24T18:37:22.245801Z,,4.5,,,,,-41.63691268,174.2701219,2.02081085,2.093296291,15.078125,2.2126e+22,5.706599999999999e+22,-7.9192e+22,-8.419e+21,2.5099999999999997e+20,-5.412e+21,,,,,,
2016p976987,2016-12-27T11:38:46.669153Z,,4.5,,,,,-42.47164154,173.87854,3.157703341,3.702888191,27.44265747,6.6938e+22,-2.6742000000000003e+22,-4.0196e+22,-2.607e+22,-6.081e+21,-3.8636000000000005e+22,,,,,,
2016p981371,2016-12-29T02:34:33.975877Z,2016-12-29T02:34:38.500000Z,5.3,5.23,0.0699999999999994,4.524123,1.0,-41.54563039,174.456209,1.623352242,2.399657571,15.078125,8.2942e+22,9.659399999999999e+23,-1.0488819999999999e+24,-1.59949e+23,-3.18959e+23,7.8178e+22,1.21e+23,7.16e+23,-8.37e+23,-3.3e+23,2.39e+23,-6.1e+22
2016p981419,2016-12-29T03:00:20.400529Z,,4.4,,,,,-41.53660273,174.4328645,1.863994095,2.771660731,15.078125,3.7764999999999997e+22,1.5653e+22,-5.3417e+22,-3.0831e+22,-1.0016e+22,-5.818e+21,,,,,,
2017p003805,2017-01-02T09:47:19.421088Z,,4.1,,,,,-42.33817291,173.5579987,2.875998627,4.020550164,5.532643795,1.1501e+22,-1.2971000000000001e+22,1.47e+21,4.074e+21,1.0474e+22,-1.3287e+22,,,,,,
2017p012082,2017-01-05T11:17:34.879638Z,2017-01-05T11:17:39.000000Z,5.3,5.33,0.03000000000000025,4.120362,1.1,-41.80748749,174.0366211,3.08465517,2.052007911,14.36779499,-5.07722e+23,9.635260000000001e+23,-4.55803e+23,-1.1481e+22,8.845870000000001e+23,-5.48184e+23,-3.19e+23,7.38e+23,-4.19e+23,-4.78e+23,7.96e+23,-5.08e+23
2017p014499,2017-01-06T08:45:17.826173Z,,4.4,,,,,-41.64638901,174.2911377,2.958769407,2.146939095,8.624846458,2.7563e+22,3.2835e+22,-6.0398e+22,-3.1269999999999997e+21,-6.709000000000001e+21,-3.2045999999999996e+22,,,,,,
2017p015402,2017-01-06T16:46:12.154376Z,2017-01-06T16:46:15.400000Z,4.9,4.99,0.08999999999999986,3.245624,0.8,-37.7519722,177.5345917,4.025549213,2.571684396,27.98033714,1.8017000000000002e+23,1.9188999999999997e+22,-1.9935999999999998e+23,-5.8689e+22,2.04729e+23,-6.5646e+22,3e+23,8.49e+22,-3.85e+23,-4.76e+22,1.08e+23,-1.4e+23
2017p016396,2017-01-07T01:36:08.693393Z,,4.4,,,,,-42.64644241,173.2836914,3.269110032,4.356506275,19.214469910000002,4.0328e+22,2.974e+21,-4.3301999999999994e+22,-2.1476e+22,5.838e+21,-1.4168e+22,,,,,,
2017p027063,2017-01-11T00:19:21.720918Z,,4.6,,,,,-41.67704838,174.2734433,1.932356075,2.378789416,12.265625,2.8557999999999996e+22,7.4576e+22,-1.03135e+23,1.3266e+22,6.190999999999999e+21,-5.8544e+22,,,,,,
2017p059122,2017-01-22T21:00:16.519850Z,,4.9,,,,,-37.74497986,177.5435638,3.059529775,2.374066645,29.07522011,-5.892e+21,1.52e+21,4.372e+21,4.615899999999999e+22,2.8707800000000004e+23,-7.1756e+22,,,,,,
2017p060166,2017-01-23T06:16:39.128949Z,,4.4,,,,,-41.64801025,174.2867889,2.332034048,1.934608443,9.922762871000002,2.3147e+22,2.1107e+22,-4.4254000000000005e+22,-1.3991e+22,-4.6429999999999997e+21,-2.0841e+22,,,,,,
2017p084950,2017-02-01T10:21:29.759031Z,2017-02-01T10:21:35.000000Z,4.8,5.01,0.20999999999999996,5.240969,0.8,-42.29034042,173.7621307,2.553294746,3.101601517,21.136167529999998,1.9922999999999997e+22,1.64873e+23,-1.84796e+23,3.2177999999999995e+22,1.21637e+23,-8.5294e+22,-9.46e+22,2.61e+23,-1.66e+23,2.57e+22,3.98e+23,-6.19e+22
2017p087060,2017-02-02T05:05:39.319521Z,2017-02-02T05:05:43.200000Z,4.9,4.99,0.08999999999999986,3.880479,0.8,-37.77571106,177.546875,2.844829209,2.770767914,27.487943650000002,1.79293e+23,-2.6788999999999997e+22,-1.5250499999999998e+23,-1.4391999999999998e+22,1.86181e+23,-5.7447000000000004e+22,3.07e+23,-2.49e+22,-2.82e+23,2e+20,1.65e+23,-1.77e+23
2017p099067,2017-02-06T15:43:05.064710Z,,4.5,,,,,-37.31082535,178.8622589,4.843549762,8.863842211,20.73630333,-5.9875e+22,1.6291e+22,4.3584e+22,1.8668e+22,4.6449e+22,1.4648e+22,,,,,,
2017p113098,2017-02-11T20:18:54.135309Z,2017-02-11T20:18:58.300000Z,4.9,4.94,0.040000000000000036,4.164691,0.7,-42.67791748,172.7225037,3.907723377,2.970865687,8.679965973,2.9202999999999997e+22,1.1695e+23,-1.46153e+23,-7.6818e+22,1.405e+21,-2.26606e+23,5.3e+21,1.08e+23,-1.13e+23,-2.16e+23,2.05e+22,-2.26e+23
2017p135277,2017-02-20T01:16:06.793328Z,,4.5,,,,,-42.71343613,172.7306671,2.31740953,2.703562744,14.445695879999999,-7.221e+21,4.2906e+22,-3.5684e+22,-9.243e+21,-3.3659999999999995e+21,-5.382899999999999e+22,,,,,,
2017p136022,2017-02-20T07:53:01.575065Z,2017-02-20T07:53:03.200000Z,4.7,4.87,0.16999999999999993,1.624935,0.7,-37.29286194,179.0401764,4.20998124,6.938244797,5.0,8.715e+21,8.9368e+22,-9.8083e+22,1.1679100000000001e+23,3.6974e+22,2.8618e+22,-2.43e+23,6.61e+22,1.77e+23,5.68e+22,-1.01e+23,7.21e+22
2017p159158,2017-02-28T21:19:43.045843Z,,4.5,,,,,-42.96895218,173.1007538,2.630904649,3.93145357,9.903126717,8.0373e+22,-1.8616e+22,-6.1757e+22,-2.9010000000000003e+21,1.5859000000000001e+22,-3.8682e+22,,,,,,
2017p161294,2017-03-01T16:17:44.067316Z,,4.5,,,,,-42.95505142,173.0888672,2.95195343,4.284441144,9.372019768,6.2098e+22,-3.1456999999999998e+22,-3.0641e+22,-1.4459000000000001e+22,-9.629e+21,-3.3335e+22,,,,,,
2017p161601,2017-03-01T19:01:02.699364Z,2017-03-01T19:01:01.200000Z,4.8,4.83,0.03000000000000025,1.499364,0.6,-42.96012115,173.0949097,2.588903191,3.324152775,11.516958240000001,2.11514e+23,-4.6969e+22,-1.64545e+23,-5.9775e+22,3.2149999999999997e+21,-1.02125e+23,2.24e+23,-7.11e+22,-1.53e+23,-1.35e+22,3.03e+22,-9.06e+22
2017p164065,2017-03-02T16:53:51.081374Z,,4.5,,,,,-39.37473227,177.3162197,2.57491857,3.631053584,29.84375,-3.6285000000000003e+22,-5.884e+21,4.2169e+22,2.2093e+22,-4.4199000000000004e+22,4.0263e+22,,,,,,
2017p168407,2017-03-04T07:27:38.483931Z,,4.3,,,,,-41.82998276,174.1186371,5.195729351,3.278029035,9.092115402,2.8619e+22,3.5570000000000003e+21,-3.2176e+22,-1.1145e+22,1.1586e+22,-1.4826e+22,,,,,,
2017p176921,2017-03-07T11:03:37.330134Z,,4.8,,,,,-37.12570572,179.0875244,4.896186877,8.328453372,12.0,-2.4961e+22,-2.041e+21,2.7001e+22,7.1079e+22,1.8103e+23,-6.42e+21,,,,,,
2017p181223,2017-03-09T01:16:04.195595Z,,4.5,,,,,-37.32069778,177.7793884,5.137521414,3.930950157,28.31474876,6.154e+22,-9.845999999999998e+21,-5.169400000000001e+22,-9.755e+21,2.4128e+22,-1.7746000000000002e+22,,,,,,
2017p184544,2017-03-10T06:45:15.168382Z,,4.4,,,,,-42.45187378,173.5357056,3.115120194,4.744694944,34.01678848,-4.4188e+22,2.1708e+22,2.248e+22,1.2676999999999999e+22,1.4275e+22,1.7188999999999999e+22,,,,,,
2017p187158,2017-03-11T05:58:04.667722Z,,4.4,,,,,-42.15141296,172.8352051,2.567824384,3.177903389,29.120771410000003,9.73e+21,3.3055000000000002e+22,-4.2785e+22,2.0637e+22,1.264e+22,2.9994e+22,,,,,,
2017p190343,2017-03-12T10:14:53.334508Z,,4.3,,,,,-40.27558899,176.3332367,2.546691928,3.20552356,32.09612656,-2.6699e+22,3.836e+21,2.2863e+22,8.642000000000001e+21,-2.1188999999999997e+22,1.8231e+22,,,,,,
2017p207675,2017-03-18T20:09:45.902922Z,,4.1,,,,,-40.37775803,176.2540283,2.116109438,3.2497303,28.94654465,-1.8886e+22,4.788e+21,1.4098e+22,-1.2822e+22,-1.338e+21,3.25e+20,,,,,,
2017p219803,2017-03-23T07:51:51.360580Z,,4.3,,,,,-40.99907303,174.9175873,5.552491795,4.425755531,54.308853150000004,1.1566e+22,1.579e+22,-2.7356e+22,-1.6862e+22,1.72e+20,2.7464e+22,,,,,,
2017p257850,2017-04-06T09:42:49.908987Z,,4.7,,,,,-41.68255615,174.2064667,2.625557424,2.028804979,8.76951313,5.835e+22,1.17565e+23,-1.75916e+23,-1.7112e+22,-1.6043000000000001e+22,-4.9598000000000005e+22,,,,,,
2017p260291,2017-04-07T07:23:23.803522Z,,4.4,,,,,-41.98227692,173.8672028,3.255723161,3.950231039,10.07100296,-1.731e+21,4.021e+22,-3.8479e+22,-4.5729e+22,8.595e+21,-9.365999999999999e+21,,,,,,
2017p266099,2017-04-09T10:57:59.815172Z,,4.3,,,,,-41.61719894,175.2894897,6.964679859,4.409599295,14.25007534,1.1164e+22,-1.3131999999999999e+22,1.969e+21,-3.152e+21,1.1798e+22,-3.8308e+22,,,,,,
2017p287111,2017-04-17T05:32:47.874257Z,,4.4,,,,,-39.86991882,176.9329071,2.802425394,3.891728775,24.521274570000003,6.803e+21,-2.9051999999999997e+22,2.2249e+22,-1.9234e+22,-2.6432999999999998e+22,-1.6966999999999998e+22,,,,,,
2017p292246,2017-04-19T03:08:42.632596Z,2017-04-19T03:08:46.600000Z,5.0,5.04,0.040000000000000036,3.967404,0.8,-38.51237185,177.6910721,2.697935871,3.301281956,38.046875,3.5231e+22,6.2791e+22,-9.8022e+22,3.472e+21,8.3753e+22,3.2333200000000004e+23,7.95e+22,1.24e+23,-2.03e+23,7.23e+22,2.49e+23,3.27e+23
2017p293719,2017-04-19T16:13:54.199887Z,,4.2,,,,,-41.62878036,173.1664124,2.040951065,1.876878183,5.0,1.889e+21,9.312e+21,-1.12e+22,1.7881e+22,-6.066e+21,1.1706e+22,,,,,,
2017p338727,2017-05-06T07:53:50.652000Z,,4.2,,,,,-41.41287994,173.8805389,4.449540467,2.9207517,39.45207977,1.907e+21,2.0369e+22,-2.2276e+22,9.169e+21,7.726999999999999e+21,9.314000000000001e+21,,,,,,
2017p346659,2017-05-09T06:19:58.362606Z,2017-05-09T06:20:00.700000Z,4.8,4.98,0.1800000000000006,2.337394,0.7,-37.78767014,177.5926819,4.259785934,3.512692172,31.01984024,1.99904e+23,-6.4111e+22,-1.3579300000000001e+23,7.385e+21,1.1999100000000001e+23,-3.8554000000000006e+22,3.98e+23,-1.11e+23,-2.87e+23,3.74e+22,1.04e+23,-8.11e+22
2017p381325,2017-05-22T02:10:04.883509Z,,4.3,,,,,-42.20776749,173.6417236,2.570203705,3.656010808,5.4143691060000005,3.7890000000000003e+21,2.9083999999999997e+22,-3.2873e+22,1.0842e+22,7.839e+21,8.942e+21,,,,,,
2017p708412,2017-09-20T02:42:10.036814Z,,4.7,,,,,-41.47942352,174.3373108,3.000444488,2.193027357,15.12007618,1.01745e+23,2.1134e+22,-1.2288e+23,-5.5003e+22,3.9201999999999995e+22,-4.4909e+22,,,,,,
2017p735876,2017-09-30T06:34:33.182658Z,2017-09-30T06:34:38.800000Z,4.9,5.0,0.09999999999999964,5.617342,0.8,-37.07653046,179.0947571,3.568041351,7.425518895,12.0,-9.5066e+22,-3.542e+21,9.8608e+22,8.5648e+22,-2.9281e+22,2.84471e+23,-5.85e+22,-9.58e+22,1.54e+23,1.7e+23,5.52e+22,3.33e+23
2017p795065,2017-10-22T04:10:59.674111Z,2017-10-22T04:11:02.800000Z,5.0,5.06,0.05999999999999961,3.125889,0.8,-42.35814285,173.4589386,2.865993234,3.99331668,8.274720192,1.69125e+23,1.4693900000000002e+23,-3.1606399999999996e+23,-4.8457e+22,1.67029e+23,-2.98431e+23,9.12e+22,2.46e+23,-3.37e+23,-6.73e+22,2.69e+23,-2.69e+23
2017p819775,2017-10-31T07:36:07.022652Z,2017-10-31T07:36:11.900000Z,4.9,5.02,0.11999999999999922,4.877348,0.8,-37.46266174,177.3622894,4.932285723,2.795109707,11.62663746,-2.2591799999999998e+23,2.09363e+23,1.6555000000000001e+22,1.1465099999999999e+23,-1.8431e+22,8.141900000000001e+22,-3.7e+23,3.27e+23,4.39e+22,1.04e+23,1.62e+23,1.3e+23
2017p821508,2017-10-31T22:59:51.206888Z,2017-10-31T22:59:54.500000Z,4.9,5.19,0.29000000000000004,3.293112,1.0,-37.44020462,177.3571167,4.331530524,2.439283955,7.643558979000001,-1.70357e+23,1.00721e+23,6.9636e+22,1.39536e+23,5.8879e+22,1.08945e+23,-4.49e+23,2.68e+23,1.82e+23,1.27e+23,6.53e+23,1.57e+23
2017p852531,2017-11-12T10:28:56.348882Z,,4.4,,,,,-41.17444289,174.4269955,3.144472526,3.206928042,35.703125,-5.0819e+22,3.0144e+22,2.0674e+22,1.4181e+22,1.6856e+22,2.2322999999999997e+22,,,,,,
2017p861155,2017-11-15T15:03:33.433026Z,,4.3,,,,,-41.56174088,174.3071899,2.91403219,2.233338808,10.973256110000001,1.5425e+22,2.2425999999999997e+22,-3.7851e+22,-5.421e+21,-2.913e+21,-1.4349e+22,,,,,,
2017p887092,2017-11-25T05:24:05.749588Z,,4.5,,,,,-37.84857941,178.1473694,3.010253395,3.715007125,47.133281710000006,1.4191e+22,-2.024e+22,6.049e+21,2.6438e+22,1.6139e+22,7.0145e+22,,,,,,
2017p919876,2017-12-07T08:30:16.026184Z,,4.4,,,,,-41.41807556,173.4067535,2.656790793,2.047451987,74.47803497,1.5596e+22,1.0340000000000001e+22,-2.5936e+22,2.6434e+22,-8.081e+21,2.6049e+22,,,,,,
2017p952681,2017-12-19T11:48:31.028088Z,,4.5,,,,,-42.46689987,173.6452179,4.202292861,4.004908734,2.5968697069999997,4.4342e+22,-1.5732e+22,-2.8610000000000004e+22,1.3663999999999998e+22,3.5199000000000002e+22,-2.7292e+22,,,,,,
2018p012973,2018-01-05T19:12:08.638808Z,,4.2,,,,,-41.87590408,173.9917145,3.009322504,2.753375908,11.259295459999999,1.4681e+22,-4.374e+21,-1.0306e+22,-3.408e+21,-1.6132e+22,-1.2812999999999999e+22,,,,,,
2018p021170,2018-01-08T19:59:46.646367Z,,4.3,,,,,-42.14668274,172.8081665,2.67369071,4.278024426,47.33043289,-1.8762e+22,2.964e+22,-1.0878e+22,2.3771e+22,2.1241e+22,8.004000000000001e+21,,,,,,
2018p130600,2018-02-18T07:43:48.127644Z,,4.9,,,,,-39.94897461,176.2995148,2.005664241,2.295312274,20.59459877,-2.4793800000000002e+23,1.3148800000000001e+23,1.1645e+23,5.0325e+22,6.6076999999999994e+22,9.359299999999999e+22,,,,,,
2018p177486,2018-03-07T16:04:33.906061Z,,4.6,,,,,-42.35692596,173.4416962,3.458972283,4.07027214,8.975295067,3.7241000000000004e+22,2.4443e+22,-6.1684e+22,3.2258e+22,3.6748e+22,-6.3425e+22,,,,,,
2018p254466,2018-04-05T03:39:42.521344Z,,4.0,,,,,-40.81859589,172.1311035,3.82134243,3.854779378,5.0,6.874e+21,-3.678e+21,-3.196e+21,-3.238e+21,-6.957e+21,-8.258e+21,,,,,,
2018p266243,2018-04-09T12:14:23.908405Z,,4.9,,,,,-37.15131378,178.9009399,4.119284861,6.29013197,12.0,-4.7180000000000005e+22,-1.77391e+23,2.2457e+23,2.4762e+22,-8.070299999999999e+22,1.33575e+23,,,,,,
